X, Y, Z, Lxx, Lxy, Lxz, Lyx, Lyy, Lyz, Lzx, Lzy, Lzz, W 
0.003000, 0.007000, 0.005000, 0.552473, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.003000, 0.008000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552473, 2.668172 
0.003000, 0.009000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552474, 2.668171 
0.003000, 0.010000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552474, 2.668172 
0.003000, 0.011000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552473, -0.000000, 0.000000, 0.000000 , 0.552473, 2.668172 
0.003000, 0.012000, 0.005000, 0.552473, 0.000000, 0.000000, 0.000000, 0.552473, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668173 
0.003000, 0.013000, 0.005000, 0.552473, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668173 
0.003000, 0.014000, 0.005000, 0.566917, 0.000000, 0.000000, 0.000000, 0.684365, -0.000000, 0.000000, -0.000000 , 0.566917, 2.522683 
0.003000, 0.015000, 0.005000, 0.765371, -0.000000, 0.000000, -0.000000, 1.104947, 0.000000, 0.000000, 0.000000 , 0.765371, 1.804547 
0.004000, 0.001000, 0.005000, 0.765371, 0.000000, 0.000000, 0.000000, 1.104947, -0.000000, 0.000000, -0.000000 , 0.765371, 1.804547 
0.004000, 0.002000, 0.005000, 0.566917, -0.000000, -0.000000, -0.000000, 0.684366, 0.000000, -0.000000, -0.000000 , 0.566917, 2.522683 
0.004000, 0.003000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552474, 2.668171 
0.004000, 0.004000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552474, -0.000000, -0.000000, -0.000000 , 0.552474, 2.668171 
0.004000, 0.005000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552474, 2.668171 
0.004000, 0.006000, 0.005000, 0.552473, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.004000, 0.007000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.004000, 0.008000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552474, 2.668171 
0.004000, 0.009000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552474, -0.000000, -0.000000, -0.000000 , 0.552474, 2.668171 
0.004000, 0.010000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552474, 2.668171 
0.004000, 0.011000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552474, 2.668172 
0.004000, 0.012000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552474, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668173 
0.004000, 0.013000, 0.005000, 0.552473, -0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668173 
0.004000, 0.014000, 0.005000, 0.566917, -0.000000, -0.000000, -0.000000, 0.684365, 0.000000, -0.000000, 0.000000 , 0.566917, 2.522683 
0.004000, 0.015000, 0.005000, 0.765371, -0.000000, -0.000000, -0.000000, 1.104947, 0.000000, -0.000000, 0.000000 , 0.765371, 1.804547 
0.005000, 0.001000, 0.005000, 0.765371, -0.000000, -0.000000, -0.000000, 1.104947, -0.000000, -0.000000, -0.000000 , 0.765371, 1.804547 
0.005000, 0.002000, 0.005000, 0.566917, 0.000000, 0.000000, 0.000000, 0.684366, 0.000000, 0.000000, 0.000000 , 0.566917, 2.522683 
0.005000, 0.003000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.005000, 0.004000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552474, -0.000000, -0.000000, -0.000000 , 0.552474, 2.668172 
0.005000, 0.005000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552474, 2.668171 
0.005000, 0.006000, 0.005000, 0.552473, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.005000, 0.007000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552474, 0.000000, -0.000000, -0.000000 , 0.552473, 2.668172 
0.005000, 0.008000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552474, 2.668172 
0.005000, 0.009000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552474, 2.668171 
0.005000, 0.010000, 0.005000, 0.552474, -0.000000, 0.000000, 0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552474, 2.668171 
0.005000, 0.011000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552473, -0.000000, -0.000000, -0.000000 , 0.552474, 2.668172 
0.005000, 0.012000, 0.005000, 0.552473, -0.000000, -0.000000, -0.000000, 0.552474, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668173 
0.005000, 0.013000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668173 
0.005000, 0.014000, 0.005000, 0.566917, 0.000000, 0.000000, 0.000000, 0.684365, -0.000000, 0.000000, -0.000000 , 0.566917, 2.522683 
0.005000, 0.015000, 0.005000, 0.765371, 0.000000, -0.000000, 0.000000, 1.104947, 0.000000, -0.000000, 0.000000 , 0.765371, 1.804547 
0.006000, 0.001000, 0.005000, 0.765371, -0.000000, -0.000000, -0.000000, 1.104947, -0.000000, -0.000000, -0.000000 , 0.765371, 1.804547 
0.006000, 0.002000, 0.005000, 0.566917, -0.000000, -0.000000, -0.000000, 0.684366, -0.000000, -0.000000, -0.000000 , 0.566917, 2.522683 
0.006000, 0.003000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.006000, 0.004000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552473, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668172 
0.006000, 0.005000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.006000, 0.006000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552474, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668172 
0.006000, 0.007000, 0.005000, 0.552474, 0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.006000, 0.008000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552473, -0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.006000, 0.009000, 0.005000, 0.552474, 0.000000, -0.000000, -0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.006000, 0.010000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552474, 2.668172 
0.006000, 0.011000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.006000, 0.012000, 0.005000, 0.552473, -0.000000, -0.000000, -0.000000, 0.552473, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668173 
0.006000, 0.013000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668174 
0.006000, 0.014000, 0.005000, 0.566917, 0.000000, -0.000000, 0.000000, 0.684365, 0.000000, -0.000000, 0.000000 , 0.566917, 2.522683 
0.006000, 0.015000, 0.005000, 0.765371, 0.000000, -0.000000, 0.000000, 1.104947, 0.000000, -0.000000, 0.000000 , 0.765371, 1.804547 
0.007000, 0.001000, 0.005000, 0.765371, 0.000000, 0.000000, 0.000000, 1.104947, -0.000000, 0.000000, -0.000000 , 0.765371, 1.804547 
0.007000, 0.002000, 0.005000, 0.566917, -0.000000, 0.000000, 0.000000, 0.684366, -0.000000, 0.000000, -0.000000 , 0.566917, 2.522683 
0.007000, 0.003000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.007000, 0.004000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552473, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668172 
0.007000, 0.005000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552473, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.007000, 0.006000, 0.005000, 0.552474, -0.000000, 0.000000, 0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.007000, 0.007000, 0.005000, 0.552473, 0.000000, 0.000000, 0.000000, 0.552473, 0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.007000, 0.008000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552473, 0.000000, 0.000000, 0.000000 , 0.552473, 2.668172 
0.007000, 0.009000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552473, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.007000, 0.010000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552473, 0.000000, 0.000000, 0.000000 , 0.552473, 2.668171 
0.007000, 0.011000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552473, 0.000000, 0.000000, 0.000000 , 0.552473, 2.668172 
0.007000, 0.012000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552473, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668173 
0.007000, 0.013000, 0.005000, 0.552473, -0.000000, -0.000000, -0.000000, 0.552473, 0.000000, 0.000000, 0.000000 , 0.552473, 2.668173 
0.007000, 0.014000, 0.005000, 0.566917, -0.000000, 0.000000, -0.000000, 0.684365, 0.000000, 0.000000, 0.000000 , 0.566917, 2.522683 
0.007000, 0.015000, 0.005000, 0.765371, -0.000000, 0.000000, -0.000000, 1.104947, 0.000000, 0.000000, 0.000000 , 0.765371, 1.804547 
0.008000, 0.001000, 0.005000, 0.765371, 0.000000, 0.000000, 0.000000, 1.104947, -0.000000, 0.000000, -0.000000 , 0.765371, 1.804547 
0.008000, 0.002000, 0.005000, 0.566917, 0.000000, 0.000000, 0.000000, 0.684366, 0.000000, 0.000000, -0.000000 , 0.566917, 2.522683 
0.008000, 0.003000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.008000, 0.004000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552474, 2.668171 
0.008000, 0.005000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552474, 2.668171 
0.008000, 0.006000, 0.005000, 0.552473, 0.000000, 0.000000, 0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.008000, 0.007000, 0.005000, 0.552473, -0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.008000, 0.008000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552474, 2.668171 
0.008000, 0.009000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552474, -0.000000, -0.000000, -0.000000 , 0.552474, 2.668171 
0.008000, 0.010000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552474, 2.668171 
0.008000, 0.011000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552473, 0.000000, -0.000000, -0.000000 , 0.552474, 2.668172 
0.008000, 0.012000, 0.005000, 0.552473, 0.000000, 0.000000, 0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668173 
0.008000, 0.013000, 0.005000, 0.552473, -0.000000, -0.000000, -0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.008000, 0.014000, 0.005000, 0.566917, -0.000000, -0.000000, -0.000000, 0.684365, -0.000000, -0.000000, 0.000000 , 0.566917, 2.522683 
0.008000, 0.015000, 0.005000, 0.765371, -0.000000, -0.000000, -0.000000, 1.104947, 0.000000, -0.000000, 0.000000 , 0.765371, 1.804546 
0.009000, 0.001000, 0.005000, 0.765371, 0.000000, 0.000000, 0.000000, 1.104947, -0.000000, 0.000000, -0.000000 , 0.765371, 1.804547 
0.009000, 0.002000, 0.005000, 0.566917, -0.000000, -0.000000, -0.000000, 0.684366, 0.000000, -0.000000, -0.000000 , 0.566917, 2.522683 
0.009000, 0.003000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552474, 2.668171 
0.009000, 0.004000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552474, -0.000000, -0.000000, -0.000000 , 0.552474, 2.668171 
0.009000, 0.005000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552474, -0.000000, -0.000000, -0.000000 , 0.552474, 2.668171 
0.009000, 0.006000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.009000, 0.007000, 0.005000, 0.552473, -0.000000, 0.000000, 0.000000, 0.552474, 0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.009000, 0.008000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552474, 2.668171 
0.009000, 0.009000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552474, 2.668171 
0.009000, 0.010000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552474, 2.668171 
0.009000, 0.011000, 0.005000, 0.552474, 0.000000, 0.000000, -0.000000, 0.552473, -0.000000, 0.000000, -0.000000 , 0.552474, 2.668171 
0.009000, 0.012000, 0.005000, 0.552473, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.009000, 0.013000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.009000, 0.014000, 0.005000, 0.566917, -0.000000, -0.000000, -0.000000, 0.684365, 0.000000, -0.000000, 0.000000 , 0.566917, 2.522683 
0.009000, 0.015000, 0.005000, 0.765371, -0.000000, -0.000000, -0.000000, 1.104947, 0.000000, -0.000000, 0.000000 , 0.765371, 1.804547 
0.010000, 0.001000, 0.005000, 0.765371, 0.000000, 0.000000, 0.000000, 1.104947, -0.000000, 0.000000, -0.000000 , 0.765371, 1.804547 
0.010000, 0.002000, 0.005000, 0.566917, 0.000000, -0.000000, -0.000000, 0.684366, 0.000000, -0.000000, -0.000000 , 0.566917, 2.522683 
0.010000, 0.003000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552474, 2.668172 
0.010000, 0.004000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552474, 2.668171 
0.010000, 0.005000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552474, 2.668171 
0.010000, 0.006000, 0.005000, 0.552473, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.010000, 0.007000, 0.005000, 0.552473, -0.000000, 0.000000, -0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552473, 2.668172 
0.010000, 0.008000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552474, 2.668171 
0.010000, 0.009000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552474, 2.668171 
0.010000, 0.010000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552474, 2.668171 
0.010000, 0.011000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552473, -0.000000, -0.000000, 0.000000 , 0.552474, 2.668172 
0.010000, 0.012000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552474, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668173 
0.010000, 0.013000, 0.005000, 0.552473, 0.000000, 0.000000, -0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552473, 2.668173 
0.010000, 0.014000, 0.005000, 0.566917, 0.000000, 0.000000, 0.000000, 0.684365, 0.000000, 0.000000, 0.000000 , 0.566917, 2.522683 
0.010000, 0.015000, 0.005000, 0.765371, 0.000000, -0.000000, 0.000000, 1.104947, 0.000000, -0.000000, 0.000000 , 0.765371, 1.804547 
0.011000, 0.001000, 0.005000, 0.765371, -0.000000, -0.000000, -0.000000, 1.104947, -0.000000, -0.000000, -0.000000 , 0.765371, 1.804547 
0.011000, 0.002000, 0.005000, 0.566917, -0.000000, 0.000000, -0.000000, 0.684366, 0.000000, -0.000000, -0.000000 , 0.566917, 2.522683 
0.011000, 0.003000, 0.005000, 0.552473, 0.000000, -0.000000, -0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552474, 2.668172 
0.011000, 0.004000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552474, -0.000000, -0.000000, -0.000000 , 0.552474, 2.668172 
0.011000, 0.005000, 0.005000, 0.552473, 0.000000, 0.000000, -0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552474, 2.668172 
0.011000, 0.006000, 0.005000, 0.552473, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668172 
0.011000, 0.007000, 0.005000, 0.552473, 0.000000, 0.000000, 0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552473, 2.668172 
0.011000, 0.008000, 0.005000, 0.552473, -0.000000, -0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.011000, 0.009000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.011000, 0.010000, 0.005000, 0.552473, -0.000000, 0.000000, -0.000000, 0.552474, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668171 
0.011000, 0.011000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552474, 2.668172 
0.011000, 0.012000, 0.005000, 0.552473, -0.000000, 0.000000, -0.000000, 0.552474, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668173 
0.011000, 0.013000, 0.005000, 0.552473, 0.000000, 0.000000, 0.000000, 0.552474, 0.000000, 0.000000, 0.000000 , 0.552473, 2.668173 
0.011000, 0.014000, 0.005000, 0.566917, 0.000000, 0.000000, 0.000000, 0.684365, 0.000000, 0.000000, 0.000000 , 0.566917, 2.522683 
0.011000, 0.015000, 0.005000, 0.765371, 0.000000, -0.000000, 0.000000, 1.104947, 0.000000, -0.000000, 0.000000 , 0.765371, 1.804547 
0.012000, 0.001000, 0.005000, 0.765371, -0.000000, -0.000000, -0.000000, 1.104947, -0.000000, -0.000000, -0.000000 , 0.765371, 1.804548 
0.012000, 0.002000, 0.005000, 0.566917, -0.000000, -0.000000, -0.000000, 0.684366, 0.000000, -0.000000, 0.000000 , 0.566917, 2.522684 
0.012000, 0.003000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668173 
0.012000, 0.004000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552473, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668173 
0.012000, 0.005000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668172 
0.012000, 0.006000, 0.005000, 0.552473, -0.000000, -0.000000, -0.000000, 0.552473, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668173 
0.012000, 0.007000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668174 
0.012000, 0.008000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668173 
0.012000, 0.009000, 0.005000, 0.552474, 0.000000, -0.000000, -0.000000, 0.552473, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668172 
0.012000, 0.010000, 0.005000, 0.552474, 0.000000, -0.000000, 0.000000, 0.552473, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668172 
0.012000, 0.011000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668173 
0.012000, 0.012000, 0.005000, 0.552473, -0.000000, -0.000000, -0.000000, 0.552473, -0.000000, -0.000000, -0.000000 , 0.552473, 2.668174 
0.012000, 0.013000, 0.005000, 0.552473, 0.000000, -0.000000, 0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668174 
0.012000, 0.014000, 0.005000, 0.566917, 0.000000, -0.000000, 0.000000, 0.684365, 0.000000, -0.000000, 0.000000 , 0.566917, 2.522684 
0.012000, 0.015000, 0.005000, 0.765371, 0.000000, -0.000000, 0.000000, 1.104947, 0.000000, -0.000000, 0.000000 , 0.765371, 1.804547 
0.013000, 0.001000, 0.005000, 0.765371, 0.000000, 0.000000, 0.000000, 1.104947, -0.000000, -0.000000, -0.000000 , 0.765371, 1.804548 
0.013000, 0.002000, 0.005000, 0.566917, 0.000000, -0.000000, 0.000000, 0.684366, -0.000000, -0.000000, -0.000000 , 0.566917, 2.522684 
0.013000, 0.003000, 0.005000, 0.552474, -0.000000, -0.000000, -0.000000, 0.552473, 0.000000, -0.000000, 0.000000 , 0.552473, 2.668173 
0.013000, 0.004000, 0.005000, 0.552474, -0.000000, 0.000000, 0.000000, 0.552473, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668173 
0.013000, 0.005000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552473, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668173 
0.013000, 0.006000, 0.005000, 0.552473, 0.000000, 0.000000, 0.000000, 0.552473, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668173 
0.013000, 0.007000, 0.005000, 0.552473, -0.000000, 0.000000, -0.000000, 0.552473, 0.000000, 0.000000, -0.000000 , 0.552473, 2.668173 
0.013000, 0.008000, 0.005000, 0.552474, -0.000000, 0.000000, -0.000000, 0.552473, 0.000000, 0.000000, 0.000000 , 0.552473, 2.668173 
0.013000, 0.009000, 0.005000, 0.552474, -0.000000, 0.000000, 0.000000, 0.552473, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668172 
0.013000, 0.010000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552473, 0.000000, 0.000000, 0.000000 , 0.552473, 2.668172 
0.013000, 0.011000, 0.005000, 0.552474, 0.000000, 0.000000, 0.000000, 0.552473, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668173 
0.013000, 0.012000, 0.005000, 0.552473, 0.000000, 0.000000, 0.000000, 0.552473, -0.000000, 0.000000, -0.000000 , 0.552473, 2.668174 
0.013000, 0.013000, 0.005000, 0.552473, -0.000000, 0.000000, -0.000000, 0.552473, 0.000000, 0.000000, 0.000000 , 0.552473, 2.668174 
0.013000, 0.014000, 0.005000, 0.566917, -0.000000, 0.000000, -0.000000, 0.684365, 0.000000, 0.000000, 0.000000 , 0.566917, 2.522684 
0.013000, 0.015000, 0.005000, 0.765371, -0.000000, 0.000000, -0.000000, 1.104947, 0.000000, 0.000000, 0.000000 , 0.765371, 1.804547 
0.014000, 0.001000, 0.005000, 0.959247, 0.048258, -0.000000, 0.048258, 1.136262, -0.000000, -0.000000, -0.000000 , 0.786898, 1.691945 
0.014000, 0.002000, 0.005000, 0.705798, 0.000869, -0.000000, 0.000869, 0.705798, -0.000000, -0.000000, -0.000000 , 0.582136, 2.377406 
0.014000, 0.003000, 0.005000, 0.684366, -0.000000, -0.000000, 0.000000, 0.566917, 0.000000, 0.000000, 0.000000 , 0.566917, 2.522683 
0.014000, 0.004000, 0.005000, 0.684365, 0.000000, 0.000000, 0.000000, 0.566917, -0.000000, 0.000000, -0.000000 , 0.566917, 2.522683 
0.014000, 0.005000, 0.005000, 0.684365, 0.000000, 0.000000, 0.000000, 0.566917, 0.000000, 0.000000, 0.000000 , 0.566917, 2.522683 
0.014000, 0.006000, 0.005000, 0.684365, 0.000000, 0.000000, 0.000000, 0.566917, -0.000000, 0.000000, -0.000000 , 0.566917, 2.522683 
0.014000, 0.007000, 0.005000, 0.684365, -0.000000, -0.000000, -0.000000, 0.566917, -0.000000, -0.000000, 0.000000 , 0.566917, 2.522683 
0.014000, 0.008000, 0.005000, 0.684365, -0.000000, 0.000000, -0.000000, 0.566917, -0.000000, 0.000000, -0.000000 , 0.566917, 2.522683 
0.014000, 0.009000, 0.005000, 0.684366, -0.000000, 0.000000, -0.000000, 0.566917, -0.000000, 0.000000, -0.000000 , 0.566917, 2.522682 
0.014000, 0.010000, 0.005000, 0.684366, -0.000000, 0.000000, -0.000000, 0.566917, 0.000000, 0.000000, 0.000000 , 0.566917, 2.522683 
0.014000, 0.011000, 0.005000, 0.684366, 0.000000, 0.000000, 0.000000, 0.566917, -0.000000, 0.000000, 0.000000 , 0.566917, 2.522683 
0.014000, 0.012000, 0.005000, 0.684365, 0.000000, -0.000000, 0.000000, 0.566917, -0.000000, -0.000000, -0.000000 , 0.566917, 2.522684 
0.014000, 0.013000, 0.005000, 0.684365, -0.000000, -0.000000, -0.000000, 0.566917, 0.000000, -0.000000, 0.000000 , 0.566917, 2.522684 
0.014000, 0.014000, 0.005000, 0.705798, -0.000869, -0.000000, -0.000869, 0.705798, 0.000000, -0.000000, 0.000000 , 0.582136, 2.377406 
0.014000, 0.015000, 0.005000, 0.959247, -0.048258, 0.000000, -0.048258, 1.136262, 0.000000, 0.000000, 0.000000 , 0.786898, 1.691944 
0.015000, 0.001000, 0.005000, 1.748258, 0.616663, 0.000000, 0.616663, 1.748258, -0.000000, 0.000000, -0.000000 , 1.060311, 1.233128 
0.015000, 0.002000, 0.005000, 1.136262, 0.048258, 0.000000, 0.048258, 0.959248, 0.000000, 0.000000, 0.000000 , 0.786898, 1.691944 
